age,job_num,marital_num,education_num,default_num,housing_num,loan_num,poutcome_num,duration,campaign,euribor3m
41,2,2,6,1,0,0,0,146,1,4.964
59,4,0,4,0,0,0,1,1207,4,0.742
30,3,0,3,0,1,0,0,58,1,4.963
49,10,0,4,0,2,2,0,524,2,4.857
32,3,0,1,1,0,0,0,353,2,4.96
40,2,0,6,1,0,1,0,61,1,4.857
36,4,0,4,0,0,0,0,38,1,4.866
59,5,0,0,1,1,0,0,196,3,4.963
29,4,0,6,0,0,0,0,652,7,4.968
37,4,0,4,0,0,0,0,253,16,4.857
48,3,0,3,0,1,0,0,169,2,1.344
63,0,0,0,0,0,0,1,511,1,0.838
53,4,2,6,0,1,0,0,206,1,4.857
46,0,2,4,1,0,0,0,167,2,4.961
41,2,1,4,0,0,0,0,139,6,4.965
30,6,2,1,0,0,1,0,149,1,4.856
28,3,1,2,0,0,0,0,117,1,4.955
47,4,2,1,0,1,0,0,149,2,4.962
66,5,0,0,0,0,1,0,319,2,0.767
50,1,0,1,1,1,0,0,235,1,4.864
42,3,0,2,0,0,1,0,431,1,1.291
23,1,0,3,0,0,0,0,1144,3,4.859
42,2,1,6,0,1,1,0,122,1,1.029
38,3,0,0,1,1,0,1,48,4,1.25
32,4,1,6,0,0,0,0,61,4,4.963
60,0,0,1,1,0,0,0,929,3,4.855
33,4,1,4,0,1,0,0,244,1,4.967
63,5,0,0,0,1,0,2,413,1,1.049
51,4,0,4,0,0,1,0,267,2,0.709
36,3,0,3,0,0,1,0,49,1,1.313
45,3,0,0,1,0,0,0,263,1,4.961
25,11,1,1,0,1,0,0,327,1,1.445
32,2,0,6,0,0,0,0,45,2,4.958
37,2,0,1,0,1,0,1,188,4,1.291
72,5,0,0,0,1,0,1,406,1,0.715
31,3,1,3,0,0,0,0,65,5,1.405
46,2,1,1,0,0,0,0,78,4,4.86
39,10,0,6,1,1,0,0,68,1,1.405
38,6,2,6,0,1,0,2,182,2,0.645
35,4,0,4,0,1,0,0,251,1,1.415
47,2,0,6,0,1,0,0,70,2,4.076
45,4,0,4,0,1,1,0,702,1,1.327
35,4,1,6,0,1,0,0,439,3,4.966
41,4,0,4,0,1,0,0,1344,1,4.966
40,10,0,6,0,1,0,0,238,3,4.962
45,4,2,3,0,0,0,0,179,4,4.021
30,6,0,6,0,0,0,0,116,1,1.811
49,2,1,6,0,1,0,0,147,1,1.266
36,2,0,6,0,0,0,0,188,1,4.857
29,2,2,4,0,0,1,1,1435,3,4.12
32,4,1,6,0,1,0,0,75,3,4.965
38,3,1,0,0,0,1,0,213,1,1.327
37,6,0,6,1,0,0,0,10,23,4.959
37,2,0,6,0,0,0,0,192,4,4.864
24,11,1,5,0,1,0,2,438,1,0.849
74,5,0,0,0,0,0,0,1143,5,0.643
29,4,1,6,0,1,1,0,215,2,1.25
29,2,0,1,1,0,0,0,35,3,4.962
40,1,0,1,1,0,0,0,157,1,1.26
36,2,0,3,0,1,0,0,622,4,4.866
51,3,0,3,1,1,0,0,312,1,4.021
50,3,0,0,0,0,0,0,246,2,1.405
40,3,0,2,0,0,0,0,97,2,1.405
38,3,0,3,1,0,0,0,173,2,4.855
44,1,0,1,0,0,0,0,227,2,4.866
44,4,0,1,0,1,1,1,159,2,1.0
37,2,0,6,0,0,0,0,1009,5,4.962
39,6,1,6,0,0,0,1,952,2,1.405
29,0,1,1,0,1,0,0,993,1,4.12
38,4,0,1,0,1,0,0,452,3,4.968
30,4,0,1,0,0,0,0,199,2,4.958
27,2,1,6,0,0,0,0,138,3,1.281
33,2,0,6,0,1,0,0,278,1,4.964
52,10,0,0,0,0,0,0,173,7,4.153
44,2,1,2,1,0,0,0,383,7,4.963
48,3,0,3,0,0,1,0,221,1,4.97
33,4,0,4,0,1,0,0,226,1,4.963
32,2,1,6,0,1,1,0,65,1,4.857
21,11,1,6,0,1,0,2,180,3,0.714
36,2,0,6,0,0,1,0,153,2,4.962
41,1,1,6,0,0,0,0,290,2,1.41
26,3,1,1,0,1,0,0,326,1,4.859
24,1,0,1,0,0,0,0,10,5,1.266
27,2,1,1,1,0,0,0,261,12,4.96
39,1,0,3,0,1,0,0,543,2,4.96
34,2,1,2,0,0,0,0,22,11,1.327
58,4,2,6,0,0,0,1,101,1,1.327
22,2,1,6,0,1,0,1,484,1,0.87
35,1,0,4,1,0,0,0,134,2,4.96
33,2,1,1,0,1,0,0,1088,3,0.881
36,4,0,1,0,1,0,0,630,6,4.965
34,6,1,1,0,1,0,0,220,2,4.961
54,2,0,6,0,0,0,0,513,1,4.855
43,6,0,6,0,0,0,0,84,5,4.967
40,2,2,4,0,0,0,0,102,1,4.858
39,0,0,6,0,1,0,0,260,1,4.857
31,3,0,2,0,1,0,0,207,2,4.963
45,2,0,5,0,0,0,1,78,1,1.259
31,4,1,6,0,0,0,0,305,1,4.963
41,2,0,1,0,1,0,0,471,1,4.86
26,4,1,6,0,0,0,0,1173,3,4.864
46,2,2,6,1,1,0,0,318,6,4.857
51,4,0,4,1,1,0,0,119,1,4.967
30,4,0,6,0,0,0,0,108,1,1.26
33,1,1,1,0,1,0,0,127,3,4.958
37,1,0,1,1,0,0,0,112,1,4.858
47,1,0,0,0,1,0,0,122,1,4.963
42,10,0,1,0,1,0,0,247,1,4.96
30,3,1,0,0,1,0,0,59,3,4.959
36,6,0,6,0,0,0,0,353,2,1.415
32,3,0,3,0,0,0,0,161,2,4.12
55,2,2,6,0,0,0,0,370,1,4.86
50,6,0,6,0,1,0,0,1019,1,4.963
42,1,0,1,0,1,0,0,174,1,4.967
29,2,1,6,0,0,0,0,164,6,4.957
33,2,1,6,0,1,0,0,198,2,1.262
46,1,0,1,0,0,0,0,83,3,4.956
36,0,0,0,0,0,0,0,152,2,4.865
55,4,3,5,1,0,0,0,667,3,4.955
42,2,0,2,0,1,0,0,300,3,4.962
46,0,0,3,0,1,0,0,459,2,4.968
51,10,1,6,0,0,0,0,139,1,4.076
43,3,0,3,0,0,0,0,13,3,4.86
41,2,0,3,0,1,0,0,241,3,4.857
43,2,0,1,0,1,0,1,126,2,1.25
31,4,1,1,0,0,0,1,44,1,4.191
27,1,2,1,0,1,0,0,129,3,4.961
34,1,0,1,0,1,0,0,276,2,1.334
24,1,1,1,0,0,0,0,377,1,4.855
28,3,1,1,0,1,0,0,158,5,4.961
37,10,0,6,0,1,0,0,79,5,1.354
39,3,1,2,1,0,0,1,47,1,1.334
44,1,2,1,0,1,0,0,533,1,1.266
41,2,2,6,0,0,0,0,117,3,4.963
30,2,2,1,0,1,0,0,274,2,4.076
49,3,0,3,1,0,0,0,281,1,4.963
31,4,1,4,0,1,0,0,72,3,4.964
41,1,0,3,0,1,0,0,324,2,4.962
35,2,1,0,1,0,0,0,803,1,4.856
30,1,0,1,0,0,0,0,106,5,4.859
49,4,0,3,1,1,0,0,75,2,4.968
51,2,2,6,0,0,0,0,359,1,4.962
38,2,0,6,0,0,0,0,361,2,4.958
31,2,1,1,0,0,0,0,168,2,4.962
70,5,0,0,1,1,0,0,320,1,0.883
39,4,0,6,0,0,0,2,170,1,0.739
39,8,0,6,0,0,0,0,356,3,4.962
26,3,0,3,1,1,0,0,49,1,1.327
50,3,0,3,0,1,0,0,333,1,4.97
29,2,1,1,0,1,0,0,205,3,4.076
31,3,2,1,0,1,0,1,829,1,1.281
26,3,1,3,1,0,1,0,268,1,4.857
25,3,0,2,0,0,0,0,25,4,4.864
54,10,0,1,0,1,0,1,264,1,1.25
42,8,0,0,1,1,0,0,126,3,4.962
49,2,1,6,0,0,0,0,201,3,4.857
43,3,0,2,1,1,1,0,193,3,4.961
36,9,1,2,1,0,0,0,878,3,4.959
54,2,0,6,0,1,0,1,72,2,0.908
39,7,0,6,0,0,0,0,212,1,4.967
49,2,0,6,0,1,0,0,62,2,4.965
24,4,2,4,0,1,0,1,107,1,1.405
41,7,0,4,0,0,0,2,276,4,1.244
46,3,2,4,0,1,0,0,254,2,4.967
28,4,1,4,0,0,1,2,162,1,0.879
50,3,0,3,0,1,0,0,68,2,4.964
37,4,1,4,0,1,0,0,101,2,4.964
59,4,0,6,0,0,0,1,268,1,0.743
47,3,0,3,1,0,0,0,538,2,4.964
44,3,0,3,0,1,0,0,378,2,4.97
30,3,1,3,0,0,0,0,197,1,4.076
33,1,0,0,0,0,0,0,58,1,4.864
35,3,1,3,0,1,0,0,292,3,4.962
42,3,0,0,0,2,2,0,467,1,4.963
52,4,0,3,0,0,0,0,188,1,4.967
37,10,0,0,0,1,0,0,1130,3,1.405
43,0,0,2,1,1,0,0,188,2,4.968
53,7,0,6,0,1,0,0,64,1,4.191
69,5,0,1,0,0,0,2,289,1,0.697
34,4,0,1,0,0,1,0,185,1,4.963
38,4,2,1,0,1,1,1,279,3,1.41
37,4,1,4,0,1,1,0,331,1,4.965
59,4,0,6,1,0,0,0,126,3,4.856
44,3,0,5,1,0,0,0,18,2,4.962
35,3,0,3,0,1,0,0,225,3,4.958
48,4,0,3,0,0,0,0,553,3,1.327
40,3,0,3,1,1,0,0,94,2,4.96
36,0,0,3,0,1,0,1,291,1,1.445
60,2,0,3,0,1,0,0,259,1,4.962
58,5,2,6,0,1,0,0,129,1,1.415
32,0,0,6,0,1,0,0,52,1,4.864
35,2,1,6,0,1,0,0,8,5,1.299
40,8,0,3,0,1,1,0,64,4,1.405
50,2,2,6,0,1,0,0,70,1,4.021
62,3,0,0,0,1,1,0,152,1,0.719
43,3,0,3,0,1,0,0,324,3,1.281
44,6,0,6,0,1,0,0,61,4,4.963
39,1,0,1,0,0,0,0,919,2,4.856
42,5,0,3,1,1,0,0,198,3,4.857
51,3,0,3,1,1,0,0,156,3,4.961
52,2,0,1,0,1,1,0,352,1,4.964
48,3,0,2,0,1,0,0,63,1,4.961
26,11,1,6,0,0,1,0,551,2,1.41
32,1,0,4,0,1,0,0,379,1,4.859
41,3,0,3,0,1,0,0,295,1,1.244
37,3,0,2,0,0,0,0,168,1,4.858
40,4,0,6,0,0,0,1,52,1,4.021
55,9,0,0,0,1,0,0,1298,1,4.962
23,1,0,1,0,0,0,0,650,1,4.963
52,5,0,6,0,0,0,0,147,1,4.191
32,1,0,1,0,0,0,0,363,1,0.859
62,10,0,6,0,0,0,1,170,1,0.77
36,2,0,1,0,0,0,0,355,4,4.967
33,4,1,4,0,0,0,0,480,2,1.266
32,1,0,1,1,1,1,0,184,3,4.86
54,1,1,1,1,0,0,0,144,1,4.86
44,2,0,6,0,1,1,0,844,5,4.962
32,2,0,1,0,0,0,0,70,1,4.858
41,2,0,1,0,0,0,0,61,4,4.963
52,3,0,3,1,1,0,0,317,1,4.857
50,0,0,3,0,1,0,0,20,12,4.962
40,7,0,1,0,1,0,0,196,1,4.961
34,2,1,6,0,0,0,2,135,1,0.714
27,2,1,6,1,0,0,0,137,1,4.961
45,9,0,5,0,0,0,0,164,4,4.961
41,4,1,6,0,1,0,0,127,1,4.964
25,3,0,3,0,1,0,0,214,2,4.855
34,3,0,1,1,1,0,0,203,4,4.963
28,4,1,6,0,0,0,0,142,2,1.811
42,2,0,6,0,1,0,0,184,2,4.021
27,2,0,6,0,0,0,0,67,5,4.962
35,2,1,1,0,1,1,2,107,4,0.884
46,3,1,1,0,0,0,0,310,2,4.959
32,4,1,4,0,1,0,0,499,1,4.967
37,8,0,6,0,1,1,0,585,2,4.967
37,2,2,1,0,1,0,0,7,12,4.959
43,3,0,0,1,1,1,0,204,1,4.959
37,7,1,6,0,1,0,0,432,1,1.64
46,3,0,3,0,0,0,0,488,2,4.97
35,3,1,3,0,1,0,0,676,3,1.25
25,3,1,3,0,1,1,0,212,2,4.962
33,3,0,3,0,1,1,0,31,4,1.291
51,3,0,3,1,0,0,1,541,2,1.405
27,7,0,2,1,0,0,0,72,1,4.962
29,7,0,6,0,0,0,0,509,1,4.958
33,2,0,1,1,0,0,0,87,5,4.961
47,3,2,0,0,0,0,0,223,1,4.857
59,10,0,6,1,0,0,0,147,2,4.86
22,11,1,1,0,1,1,1,382,3,1.266
39,2,0,6,0,1,1,0,308,2,1.423
38,10,0,6,0,1,0,2,633,1,0.898
79,5,0,3,0,1,0,0,510,1,1.365
33,2,1,4,0,0,0,1,843,1,1.244
28,3,1,3,1,0,0,1,884,3,1.266
31,1,2,1,0,0,0,0,107,2,4.191
37,2,0,1,0,0,0,0,106,1,1.044
29,4,1,4,1,1,0,0,239,1,4.076
37,0,0,6,0,0,0,2,549,2,1.025
27,6,1,6,0,1,0,0,125,2,0.944
35,4,0,6,0,1,0,1,185,3,1.405
53,3,0,3,0,1,0,0,61,1,4.857
57,2,0,1,1,1,1,0,127,4,4.965
45,4,2,4,0,1,0,0,117,1,4.859
49,4,0,3,1,1,0,0,117,17,4.963
32,1,1,6,0,1,0,0,261,3,1.266
32,3,0,2,0,0,0,0,316,1,4.962
37,4,2,3,0,1,0,1,247,1,1.466
28,4,1,4,0,0,0,2,198,1,1.259
79,5,0,0,0,1,0,2,594,1,0.715
36,4,0,6,0,1,0,0,196,1,4.961
74,5,2,0,0,1,0,2,102,3,1.0
36,8,1,6,0,0,1,2,458,1,0.72
26,2,1,6,0,0,0,0,528,3,1.04
52,7,0,6,0,1,0,0,445,1,4.965
54,4,0,4,1,0,1,0,157,1,4.962
34,4,0,4,0,0,0,0,192,1,4.966
30,2,1,1,0,1,0,0,730,1,4.963
31,3,0,1,0,0,0,0,128,1,1.244
42,3,0,2,1,0,0,0,366,1,4.857
41,4,1,6,1,1,0,0,59,5,4.859
34,3,1,6,1,1,0,0,498,2,1.299
49,3,0,3,1,1,0,0,210,2,4.865
44,2,2,1,0,0,1,0,132,4,0.908
44,6,0,6,0,1,0,0,281,2,1.344
35,4,2,0,0,1,0,2,385,3,1.035
32,2,1,6,0,0,0,0,103,1,1.27
60,0,0,0,0,1,0,1,700,3,0.723
38,3,0,3,0,0,0,0,83,2,4.857
29,1,1,1,0,1,0,0,43,1,4.021
19,11,1,0,0,1,0,1,220,1,0.677
32,4,0,4,0,1,1,0,105,2,4.855
42,3,0,2,1,0,0,0,109,2,4.962
23,11,1,2,0,1,0,0,258,1,1.266
42,2,0,6,0,1,0,2,75,2,4.076
30,4,1,4,0,0,0,0,129,2,4.963
32,4,1,1,0,1,0,0,78,3,4.963
41,2,0,4,1,1,0,0,122,2,4.958
49,6,0,6,0,0,0,0,549,3,4.962
51,1,0,1,1,1,0,0,102,2,4.855
29,2,2,5,0,0,0,0,222,1,4.963
34,2,0,3,0,1,0,0,252,3,4.961
26,4,1,1,0,1,1,0,894,7,4.962
29,3,0,5,1,0,0,0,139,2,4.947
44,3,0,0,0,0,0,0,107,1,4.076
37,3,1,4,0,0,0,0,96,1,4.962
51,10,0,3,0,0,0,0,90,1,4.967
41,4,1,6,0,0,0,0,196,3,4.962
46,2,0,4,0,0,0,0,359,1,4.962
46,4,0,4,1,1,0,0,69,2,4.866
37,3,0,3,1,1,0,0,148,3,4.856
43,2,2,3,0,0,0,0,73,3,4.857
34,1,2,3,1,0,1,0,202,2,4.857
32,2,0,1,0,1,0,0,438,2,1.313
28,1,0,1,0,0,0,0,240,2,4.957
49,2,0,6,0,1,0,0,790,1,4.968
31,1,1,1,0,0,0,0,186,2,4.958
36,8,0,0,1,1,0,0,175,4,4.967
32,2,0,1,0,1,0,1,156,2,0.879
36,3,0,3,0,1,1,1,55,1,1.281
37,8,1,6,0,1,0,0,44,1,1.365
52,2,1,6,0,0,1,0,212,1,1.266
47,7,0,1,0,0,0,0,94,1,4.153
41,3,0,3,0,0,0,0,95,1,4.865
53,2,0,6,1,1,0,0,366,8,4.021
43,2,2,1,0,1,0,0,177,3,4.855
32,1,1,1,0,1,0,0,180,2,4.856
32,2,1,1,0,0,0,0,387,2,4.859
33,1,0,1,0,0,0,0,139,4,4.963
40,2,2,1,0,0,0,0,170,1,4.866
39,6,0,6,0,1,1,0,145,1,4.857
48,4,0,3,0,0,0,0,81,3,4.963
36,3,0,0,0,0,1,0,217,1,4.12
33,3,0,3,1,0,0,2,804,2,1.334
46,3,0,3,0,1,1,0,386,2,1.299
25,1,1,1,1,0,0,0,273,2,4.963
40,2,2,1,0,0,0,0,1776,3,4.963
43,4,0,4,0,0,0,0,293,1,0.788
36,1,0,4,0,1,1,0,81,3,4.966
35,2,0,1,0,0,1,1,140,2,4.153
45,1,2,1,1,0,0,0,185,3,1.334
52,1,1,1,0,0,0,0,455,1,4.857
31,2,0,6,0,1,0,0,213,1,0.737
31,7,1,1,0,0,0,0,339,2,0.692
48,1,2,1,0,1,0,0,313,2,4.96
52,4,0,4,0,1,0,0,88,3,4.968
30,2,1,1,0,1,0,0,153,1,1.244
28,1,1,3,0,1,0,0,277,3,4.958
36,1,1,3,0,0,0,0,86,2,4.857
39,4,2,1,0,0,0,2,222,1,0.639
36,2,2,1,0,0,0,1,23,1,1.291
53,2,1,6,0,1,0,2,304,2,1.268
36,8,0,6,0,0,0,0,346,2,4.857
43,10,0,1,0,0,0,0,1141,6,4.958
39,2,0,1,0,1,0,0,50,1,4.076
55,7,0,1,0,0,0,0,154,8,4.959
44,3,1,0,0,1,0,0,159,1,4.864
52,4,2,4,0,0,0,0,58,1,4.968
34,2,0,3,0,0,0,0,175,1,4.857
34,2,0,6,1,0,0,0,388,2,4.967
38,3,1,1,1,0,0,0,277,1,4.955
58,5,0,1,0,1,0,0,245,1,4.958
46,3,2,2,1,0,0,1,179,5,1.445
41,1,0,1,0,0,1,0,102,4,4.855
31,2,1,6,0,0,0,0,138,1,4.966
27,2,0,1,0,1,1,0,77,4,1.281
51,2,0,1,0,0,1,1,181,2,0.987
43,3,0,3,1,0,0,0,7,6,1.299
32,4,1,6,0,1,0,0,127,3,4.967
33,4,1,4,0,0,0,0,69,3,1.405
58,6,0,6,0,1,0,0,12,2,1.244
29,2,1,6,0,0,0,1,87,2,0.731
38,4,2,1,1,0,0,0,190,9,4.964
36,2,0,6,0,0,0,0,61,6,4.96
39,4,0,4,0,1,0,0,118,2,4.967
38,3,0,0,0,1,0,0,80,1,4.191
41,3,0,3,1,1,0,0,1038,2,1.405
35,2,0,1,0,1,0,0,350,3,1.799
44,3,0,0,0,0,0,0,115,2,4.961
22,3,1,3,0,1,0,0,227,7,4.963
37,2,0,6,0,1,1,0,221,2,4.857
37,6,1,6,0,0,0,1,161,1,0.642
46,2,2,6,0,0,0,0,376,1,4.912
26,11,1,3,0,1,0,0,169,4,1.811
36,6,0,6,0,0,0,0,1225,2,0.884
59,5,2,4,0,1,0,0,281,3,1.281
30,0,0,4,0,1,0,0,105,3,4.963
55,4,2,6,0,0,0,0,181,1,4.965
42,3,0,3,0,0,0,0,92,5,4.857
30,1,1,1,0,1,0,1,288,1,1.299
32,10,1,6,0,1,0,0,242,2,4.857
27,4,1,4,0,0,0,0,311,1,1.266
30,1,1,1,0,0,0,0,65,1,4.856
32,6,1,6,0,0,1,0,167,1,1.584
57,10,0,5,1,0,0,0,384,4,4.958
33,8,1,6,0,1,1,0,203,1,4.021
35,2,0,6,0,0,0,0,229,6,1.266
60,5,0,4,0,1,0,2,365,1,0.809
51,3,0,2,0,2,2,0,811,2,1.344
53,6,0,6,0,1,0,1,92,2,1.281
46,2,0,3,0,0,0,0,317,4,4.965
59,2,2,6,1,1,1,0,323,2,4.965
35,2,1,6,0,0,1,2,141,2,0.72
37,4,2,4,0,1,0,0,464,1,1.435
28,4,1,4,0,0,0,0,444,1,1.483
39,2,0,1,0,1,0,1,165,2,0.702
38,1,0,1,0,1,0,0,484,2,1.498
36,3,0,3,0,0,0,0,95,1,4.859
39,1,0,1,0,1,0,0,554,1,4.967
55,10,0,6,0,1,0,0,87,1,0.716
54,6,0,1,1,0,0,1,229,5,1.299
35,2,0,6,0,1,0,0,494,1,4.966
35,1,2,1,0,2,2,0,96,2,4.962
31,8,1,6,0,0,0,0,76,1,0.73
49,10,0,0,1,0,0,0,285,1,4.866
48,1,2,1,0,1,0,0,365,1,1.405
36,0,0,0,0,0,0,0,262,4,4.962
35,2,0,1,0,0,0,0,15,19,4.858
33,4,0,4,0,0,0,0,205,1,4.855
20,11,1,1,0,1,0,1,532,1,0.859
49,6,0,6,0,0,1,0,185,1,0.715
24,4,1,2,0,0,0,0,207,10,4.958
56,1,2,1,1,1,0,0,247,2,4.962
39,2,0,1,0,1,0,0,217,1,1.266
59,4,0,5,0,1,0,0,386,1,4.857
57,3,0,3,0,1,0,0,154,2,4.965
27,11,1,1,0,1,1,0,91,1,1.266
28,3,1,2,1,1,0,0,387,3,1.291
35,3,0,0,1,0,1,0,180,4,4.96
41,3,0,2,0,2,2,0,202,1,4.864
40,6,0,1,0,1,0,0,286,1,4.965
49,1,0,1,1,0,0,0,66,2,4.021
35,1,2,1,0,1,1,0,107,1,1.405
41,2,0,6,0,0,0,0,295,1,4.191
37,3,1,6,1,0,0,1,159,2,1.327
30,4,1,4,0,1,0,0,12,1,0.761
27,6,1,6,0,1,1,1,21,4,1.405
30,2,1,6,0,0,0,2,252,1,0.846
26,4,0,2,0,0,0,0,123,1,4.961
33,4,1,4,0,1,0,0,90,1,4.967
38,0,2,6,0,1,0,0,213,1,1.281
37,3,0,3,1,0,0,0,335,3,4.857
40,10,0,6,1,1,0,0,291,2,4.856
42,3,0,3,0,0,0,2,632,5,1.344
30,6,1,3,0,1,0,0,253,4,1.25
28,11,0,6,0,0,0,0,225,2,4.859
45,1,1,4,1,0,0,0,449,1,4.856
35,1,0,1,0,1,1,0,332,1,4.96
35,1,0,2,0,0,0,0,70,6,4.857
55,4,0,4,0,0,1,0,209,1,4.963
52,6,0,6,0,2,2,0,486,1,4.153
35,4,1,4,0,1,0,0,154,3,4.962
40,1,0,3,1,0,0,0,13,2,4.855
32,10,0,1,0,1,0,0,240,1,4.96
60,10,0,0,0,1,0,0,236,1,4.858
45,2,2,6,0,1,0,0,390,5,4.965
41,7,0,6,0,0,0,0,142,3,1.27
39,0,1,0,1,0,0,0,135,2,4.963
47,4,1,4,0,1,0,0,365,3,4.962
49,3,2,5,1,0,0,0,132,2,4.957
34,6,0,6,0,1,0,0,99,2,4.857
35,3,0,3,1,0,0,0,91,2,4.858
37,6,1,6,0,0,0,1,107,1,1.344
57,5,0,0,0,1,1,0,1348,4,1.405
47,1,0,3,0,1,0,0,561,3,1.41
80,5,0,0,0,1,1,1,78,1,0.742
43,1,0,2,0,0,0,1,159,1,0.75
41,0,2,6,0,0,0,1,105,2,4.12
37,2,0,1,0,0,0,0,157,3,4.96
29,3,1,1,0,0,0,0,157,1,1.281
56,3,0,5,1,0,0,0,298,1,4.96
41,2,0,1,0,0,0,1,64,1,1.334
50,3,0,0,0,0,0,0,233,3,4.858
29,2,1,6,0,0,0,0,122,2,4.965
47,0,0,0,1,0,0,0,139,1,4.962
24,1,0,4,0,1,0,0,153,3,4.857
22,11,1,5,0,0,0,0,87,1,0.716
45,4,0,1,0,1,0,0,42,1,4.963
51,1,2,1,1,1,0,0,568,1,4.857
38,4,0,4,0,1,0,0,479,1,4.965
33,3,2,3,0,1,0,0,357,3,4.857
54,6,0,5,0,1,0,1,154,1,1.072
37,10,1,6,0,0,0,0,180,2,4.855
