job_num,education_num,default_num,poutcome_num,duration,campaign,euribor3m,y_num
2.0,6.0,0.0,0.0,351.0,3.0,4.964,0.0
4.0,4.0,0.0,0.0,543.0,1.0,4.964,0.0
4.0,6.0,0.0,0.0,19.0,8.0,4.962,0.0
0.0,0.0,0.0,0.0,97.0,1.0,4.962,0.0
3.0,0.0,0.0,0.0,130.0,4.0,4.96,0.0
4.0,4.0,0.0,0.0,153.0,2.0,1.25,0.0
4.0,4.0,0.0,0.0,152.0,1.0,4.963,0.0
3.0,0.0,1.0,0.0,314.0,1.0,1.327,0.0
3.0,2.0,0.0,0.0,167.0,1.0,4.858,0.0
8.0,6.0,0.0,0.0,412.0,1.0,4.191,0.0
2.0,6.0,0.0,1.0,143.0,2.0,0.642,
2.0,6.0,0.0,0.0,374.0,2.0,4.859,0.0
6.0,6.0,0.0,0.0,44.0,2.0,1.405,
3.0,3.0,0.0,0.0,173.0,1.0,4.962,0.0
2.0,6.0,0.0,0.0,907.0,2.0,4.856,0.0
11.0,1.0,0.0,0.0,131.0,2.0,1.266,0.0
2.0,6.0,0.0,2.0,822.0,6.0,0.908,0.0
2.0,1.0,0.0,0.0,202.0,6.0,4.957,
2.0,6.0,0.0,0.0,27.0,10.0,4.965,
4.0,4.0,0.0,1.0,7.0,6.0,1.25,
6.0,6.0,0.0,1.0,154.0,3.0,1.327,0.0
3.0,3.0,0.0,2.0,249.0,1.0,0.879,
2.0,6.0,0.0,0.0,7.0,5.0,1.291,0.0
1.0,3.0,0.0,0.0,62.0,6.0,4.153,0.0
3.0,0.0,1.0,0.0,277.0,1.0,4.961,0.0
3.0,0.0,1.0,0.0,105.0,3.0,4.959,0.0
5.0,7.0,0.0,0.0,146.0,4.0,0.834,
1.0,1.0,1.0,0.0,218.0,4.0,4.857,1.0
10.0,6.0,0.0,0.0,187.0,4.0,4.963,0.0
3.0,3.0,0.0,0.0,249.0,3.0,4.962,0.0
2.0,6.0,0.0,0.0,267.0,2.0,4.964,0.0
3.0,2.0,0.0,0.0,102.0,1.0,4.855,
2.0,6.0,0.0,0.0,30.0,2.0,4.957,1.0
8.0,4.0,1.0,0.0,77.0,4.0,4.859,0.0
3.0,3.0,1.0,0.0,228.0,3.0,1.281,0.0
3.0,3.0,1.0,0.0,64.0,2.0,4.076,0.0
4.0,4.0,0.0,0.0,500.0,1.0,1.313,0.0
2.0,6.0,0.0,0.0,114.0,4.0,1.244,
1.0,1.0,0.0,1.0,251.0,1.0,0.977,0.0
3.0,3.0,0.0,0.0,399.0,4.0,4.962,
2.0,6.0,1.0,0.0,146.0,1.0,4.964,0.0
4.0,4.0,0.0,1.0,1207.0,4.0,0.742,0.0
3.0,3.0,0.0,0.0,58.0,1.0,4.963,0.0
10.0,4.0,0.0,0.0,524.0,2.0,4.857,0.0
3.0,1.0,1.0,0.0,353.0,2.0,4.96,0.0
2.0,6.0,1.0,0.0,61.0,1.0,4.857,
4.0,4.0,0.0,0.0,38.0,1.0,4.866,
5.0,0.0,1.0,0.0,196.0,3.0,4.963,
4.0,6.0,0.0,0.0,652.0,7.0,4.968,
4.0,4.0,0.0,0.0,253.0,16.0,4.857,0.0
3.0,3.0,0.0,0.0,169.0,2.0,1.344,0.0
0.0,0.0,0.0,1.0,511.0,1.0,0.838,0.0
4.0,6.0,0.0,0.0,206.0,1.0,4.857,0.0
0.0,4.0,1.0,0.0,167.0,2.0,4.961,0.0
2.0,4.0,0.0,0.0,139.0,6.0,4.965,0.0
6.0,1.0,0.0,0.0,149.0,1.0,4.856,0.0
3.0,2.0,0.0,0.0,117.0,1.0,4.955,0.0
4.0,1.0,0.0,0.0,149.0,2.0,4.962,0.0
5.0,0.0,0.0,0.0,319.0,2.0,0.767,0.0
1.0,1.0,1.0,0.0,235.0,1.0,4.864,0.0
3.0,2.0,0.0,0.0,431.0,1.0,1.291,0.0
1.0,3.0,0.0,0.0,1144.0,3.0,4.859,0.0
2.0,6.0,0.0,0.0,122.0,1.0,1.029,0.0
3.0,0.0,1.0,1.0,48.0,4.0,1.25,0.0
4.0,6.0,0.0,0.0,61.0,4.0,4.963,0.0
0.0,1.0,1.0,0.0,929.0,3.0,4.855,0.0
4.0,4.0,0.0,0.0,244.0,1.0,4.967,
5.0,0.0,0.0,2.0,413.0,1.0,1.049,0.0
4.0,4.0,0.0,0.0,267.0,2.0,0.709,
3.0,3.0,0.0,0.0,49.0,1.0,1.313,0.0
3.0,0.0,1.0,0.0,263.0,1.0,4.961,0.0
11.0,1.0,0.0,0.0,327.0,1.0,1.445,0.0
2.0,6.0,0.0,0.0,45.0,2.0,4.958,0.0
2.0,1.0,0.0,1.0,188.0,4.0,1.291,1.0
5.0,0.0,0.0,1.0,406.0,1.0,0.715,0.0
3.0,3.0,0.0,0.0,65.0,5.0,1.405,
2.0,1.0,0.0,0.0,78.0,4.0,4.86,0.0
10.0,6.0,1.0,0.0,68.0,1.0,1.405,0.0
6.0,6.0,0.0,2.0,182.0,2.0,0.645,0.0
4.0,4.0,0.0,0.0,251.0,1.0,1.415,0.0
2.0,6.0,0.0,0.0,70.0,2.0,4.076,0.0
4.0,4.0,0.0,0.0,702.0,1.0,1.327,0.0
4.0,6.0,0.0,0.0,439.0,3.0,4.966,0.0
4.0,4.0,0.0,0.0,1344.0,1.0,4.966,1.0
10.0,6.0,0.0,0.0,238.0,3.0,4.962,
4.0,3.0,0.0,0.0,179.0,4.0,4.021,
6.0,6.0,0.0,0.0,116.0,1.0,1.811,0.0
2.0,6.0,0.0,0.0,147.0,1.0,1.266,0.0
2.0,6.0,0.0,0.0,188.0,1.0,4.857,0.0
2.0,4.0,0.0,1.0,1435.0,3.0,4.12,
4.0,6.0,0.0,0.0,75.0,3.0,4.965,0.0
3.0,0.0,0.0,0.0,213.0,1.0,1.327,0.0
6.0,6.0,1.0,0.0,10.0,23.0,4.959,0.0
2.0,6.0,0.0,0.0,192.0,4.0,4.864,0.0
11.0,5.0,0.0,2.0,438.0,1.0,0.849,0.0
5.0,0.0,0.0,0.0,1143.0,5.0,0.643,0.0
4.0,6.0,0.0,0.0,215.0,2.0,1.25,0.0
2.0,1.0,1.0,0.0,35.0,3.0,4.962,
1.0,1.0,1.0,0.0,157.0,1.0,1.26,0.0
2.0,3.0,0.0,0.0,622.0,4.0,4.866,
3.0,3.0,1.0,0.0,312.0,1.0,4.021,0.0
3.0,0.0,0.0,0.0,246.0,2.0,1.405,0.0
3.0,2.0,0.0,0.0,97.0,2.0,1.405,0.0
3.0,3.0,1.0,0.0,173.0,2.0,4.855,0.0
1.0,1.0,0.0,0.0,227.0,2.0,4.866,0.0
4.0,1.0,0.0,1.0,159.0,2.0,1.0,0.0
2.0,6.0,0.0,0.0,1009.0,5.0,4.962,
6.0,6.0,0.0,1.0,952.0,2.0,1.405,0.0
0.0,1.0,0.0,0.0,993.0,1.0,4.12,0.0
4.0,1.0,0.0,0.0,452.0,3.0,4.968,0.0
4.0,1.0,0.0,0.0,199.0,2.0,4.958,
2.0,6.0,0.0,0.0,138.0,3.0,1.281,
2.0,6.0,0.0,0.0,278.0,1.0,4.964,
10.0,0.0,0.0,0.0,173.0,7.0,4.153,0.0
2.0,2.0,1.0,0.0,383.0,7.0,4.963,0.0
3.0,3.0,0.0,0.0,221.0,1.0,4.97,0.0
4.0,4.0,0.0,0.0,226.0,1.0,4.963,0.0
2.0,6.0,0.0,0.0,65.0,1.0,4.857,0.0
11.0,6.0,0.0,2.0,180.0,3.0,0.714,0.0
2.0,6.0,0.0,0.0,153.0,2.0,4.962,0.0
1.0,6.0,0.0,0.0,290.0,2.0,1.41,0.0
3.0,1.0,0.0,0.0,326.0,1.0,4.859,0.0
1.0,1.0,0.0,0.0,10.0,5.0,1.266,0.0
2.0,1.0,1.0,0.0,261.0,12.0,4.96,0.0
1.0,3.0,0.0,0.0,543.0,2.0,4.96,0.0
2.0,2.0,0.0,0.0,22.0,11.0,1.327,0.0
4.0,6.0,0.0,1.0,101.0,1.0,1.327,1.0
2.0,6.0,0.0,1.0,484.0,1.0,0.87,
1.0,4.0,1.0,0.0,134.0,2.0,4.96,0.0
2.0,1.0,0.0,0.0,1088.0,3.0,0.881,
4.0,1.0,0.0,0.0,630.0,6.0,4.965,
6.0,1.0,0.0,0.0,220.0,2.0,4.961,
2.0,6.0,0.0,0.0,513.0,1.0,4.855,
6.0,6.0,0.0,0.0,84.0,5.0,4.967,
2.0,4.0,0.0,0.0,102.0,1.0,4.858,
0.0,6.0,0.0,0.0,260.0,1.0,4.857,0.0
3.0,2.0,0.0,0.0,207.0,2.0,4.963,0.0
2.0,5.0,0.0,1.0,78.0,1.0,1.259,0.0
4.0,6.0,0.0,0.0,305.0,1.0,4.963,0.0
2.0,1.0,0.0,0.0,471.0,1.0,4.86,0.0
4.0,6.0,0.0,0.0,1173.0,3.0,4.864,0.0
2.0,6.0,1.0,0.0,318.0,6.0,4.857,0.0
4.0,4.0,1.0,0.0,119.0,1.0,4.967,
4.0,6.0,0.0,0.0,108.0,1.0,1.26,
1.0,1.0,0.0,0.0,127.0,3.0,4.958,0.0
1.0,1.0,1.0,0.0,112.0,1.0,4.858,0.0
1.0,0.0,0.0,0.0,122.0,1.0,4.963,0.0
10.0,1.0,0.0,0.0,247.0,1.0,4.96,0.0
3.0,0.0,0.0,0.0,59.0,3.0,4.959,0.0
6.0,6.0,0.0,0.0,353.0,2.0,1.415,0.0
3.0,3.0,0.0,0.0,161.0,2.0,4.12,0.0
2.0,6.0,0.0,0.0,370.0,1.0,4.86,0.0
6.0,6.0,0.0,0.0,1019.0,1.0,4.963,0.0
1.0,1.0,0.0,0.0,174.0,1.0,4.967,0.0
2.0,6.0,0.0,0.0,164.0,6.0,4.957,
2.0,6.0,0.0,0.0,198.0,2.0,1.262,0.0
1.0,1.0,0.0,0.0,83.0,3.0,4.956,0.0
0.0,0.0,0.0,0.0,152.0,2.0,4.865,0.0
4.0,5.0,1.0,0.0,667.0,3.0,4.955,0.0
2.0,2.0,0.0,0.0,300.0,3.0,4.962,0.0
0.0,3.0,0.0,0.0,459.0,2.0,4.968,0.0
10.0,6.0,0.0,0.0,139.0,1.0,4.076,0.0
3.0,3.0,0.0,0.0,13.0,3.0,4.86,0.0
2.0,3.0,0.0,0.0,241.0,3.0,4.857,0.0
2.0,1.0,0.0,1.0,126.0,2.0,1.25,0.0
4.0,1.0,0.0,1.0,44.0,1.0,4.191,0.0
1.0,1.0,0.0,0.0,129.0,3.0,4.961,0.0
1.0,1.0,0.0,0.0,276.0,2.0,1.334,0.0
1.0,1.0,0.0,0.0,377.0,1.0,4.855,0.0
3.0,1.0,0.0,0.0,158.0,5.0,4.961,0.0
10.0,6.0,0.0,0.0,79.0,5.0,1.354,0.0
3.0,2.0,1.0,1.0,47.0,1.0,1.334,0.0
1.0,1.0,0.0,0.0,533.0,1.0,1.266,0.0
2.0,6.0,0.0,0.0,117.0,3.0,4.963,
2.0,1.0,0.0,0.0,274.0,2.0,4.076,
3.0,3.0,1.0,0.0,281.0,1.0,4.963,
4.0,4.0,0.0,0.0,72.0,3.0,4.964,
1.0,3.0,0.0,0.0,324.0,2.0,4.962,0.0
2.0,0.0,1.0,0.0,803.0,1.0,4.856,0.0
1.0,1.0,0.0,0.0,106.0,5.0,4.859,
4.0,3.0,1.0,0.0,75.0,2.0,4.968,
2.0,6.0,0.0,0.0,359.0,1.0,4.962,0.0
2.0,6.0,0.0,0.0,361.0,2.0,4.958,0.0
2.0,1.0,0.0,0.0,168.0,2.0,4.962,
5.0,0.0,1.0,0.0,320.0,1.0,0.883,0.0
4.0,6.0,0.0,2.0,170.0,1.0,0.739,0.0
8.0,6.0,0.0,0.0,356.0,3.0,4.962,0.0
3.0,3.0,1.0,0.0,49.0,1.0,1.327,0.0
3.0,3.0,0.0,0.0,333.0,1.0,4.97,0.0
2.0,1.0,0.0,0.0,205.0,3.0,4.076,0.0
3.0,1.0,0.0,1.0,829.0,1.0,1.281,0.0
3.0,3.0,1.0,0.0,268.0,1.0,4.857,0.0
3.0,2.0,0.0,0.0,25.0,4.0,4.864,0.0
10.0,1.0,0.0,1.0,264.0,1.0,1.25,0.0
8.0,0.0,1.0,0.0,126.0,3.0,4.962,0.0
2.0,6.0,0.0,0.0,201.0,3.0,4.857,0.0
3.0,2.0,1.0,0.0,193.0,3.0,4.961,0.0
9.0,2.0,1.0,0.0,878.0,3.0,4.959,0.0
2.0,6.0,0.0,1.0,72.0,2.0,0.908,0.0
7.0,6.0,0.0,0.0,212.0,1.0,4.967,0.0
2.0,6.0,0.0,0.0,62.0,2.0,4.965,0.0
4.0,4.0,0.0,1.0,107.0,1.0,1.405,0.0
7.0,4.0,0.0,2.0,276.0,4.0,1.244,0.0
3.0,4.0,0.0,0.0,254.0,2.0,4.967,0.0
4.0,4.0,0.0,2.0,162.0,1.0,0.879,
3.0,3.0,0.0,0.0,68.0,2.0,4.964,0.0
4.0,4.0,0.0,0.0,101.0,2.0,4.964,0.0
4.0,6.0,0.0,1.0,268.0,1.0,0.743,0.0
3.0,3.0,1.0,0.0,538.0,2.0,4.964,
3.0,3.0,0.0,0.0,378.0,2.0,4.97,0.0
3.0,3.0,0.0,0.0,197.0,1.0,4.076,0.0
1.0,0.0,0.0,0.0,58.0,1.0,4.864,0.0
3.0,3.0,0.0,0.0,292.0,3.0,4.962,0.0
3.0,0.0,0.0,0.0,467.0,1.0,4.963,
4.0,3.0,0.0,0.0,188.0,1.0,4.967,0.0
10.0,0.0,0.0,0.0,1130.0,3.0,1.405,0.0
0.0,2.0,1.0,0.0,188.0,2.0,4.968,0.0
7.0,6.0,0.0,0.0,64.0,1.0,4.191,
5.0,1.0,0.0,2.0,289.0,1.0,0.697,
4.0,1.0,0.0,0.0,185.0,1.0,4.963,
4.0,1.0,0.0,1.0,279.0,3.0,1.41,0.0
4.0,4.0,0.0,0.0,331.0,1.0,4.965,0.0
4.0,6.0,1.0,0.0,126.0,3.0,4.856,0.0
3.0,5.0,1.0,0.0,18.0,2.0,4.962,0.0
3.0,3.0,0.0,0.0,225.0,3.0,4.958,0.0
4.0,3.0,0.0,0.0,553.0,3.0,1.327,
3.0,3.0,1.0,0.0,94.0,2.0,4.96,0.0
0.0,3.0,0.0,1.0,291.0,1.0,1.445,0.0
2.0,3.0,0.0,0.0,259.0,1.0,4.962,0.0
5.0,6.0,0.0,0.0,129.0,1.0,1.415,0.0
0.0,6.0,0.0,0.0,52.0,1.0,4.864,1.0
2.0,6.0,0.0,0.0,8.0,5.0,1.299,0.0
8.0,3.0,0.0,0.0,64.0,4.0,1.405,
2.0,6.0,0.0,0.0,70.0,1.0,4.021,
3.0,0.0,0.0,0.0,152.0,1.0,0.719,0.0
3.0,3.0,0.0,0.0,324.0,3.0,1.281,
6.0,6.0,0.0,0.0,61.0,4.0,4.963,0.0
1.0,1.0,0.0,0.0,919.0,2.0,4.856,0.0
5.0,3.0,1.0,0.0,198.0,3.0,4.857,0.0
3.0,3.0,1.0,0.0,156.0,3.0,4.961,0.0
2.0,1.0,0.0,0.0,352.0,1.0,4.964,
3.0,2.0,0.0,0.0,63.0,1.0,4.961,0.0
11.0,6.0,0.0,0.0,551.0,2.0,1.41,
1.0,4.0,0.0,0.0,379.0,1.0,4.859,0.0
3.0,3.0,0.0,0.0,295.0,1.0,1.244,0.0
3.0,2.0,0.0,0.0,168.0,1.0,4.858,0.0
4.0,6.0,0.0,1.0,52.0,1.0,4.021,
9.0,0.0,0.0,0.0,1298.0,1.0,4.962,0.0
1.0,1.0,0.0,0.0,650.0,1.0,4.963,0.0
5.0,6.0,0.0,0.0,147.0,1.0,4.191,0.0
1.0,1.0,0.0,0.0,363.0,1.0,0.859,0.0
10.0,6.0,0.0,1.0,170.0,1.0,0.77,
2.0,1.0,0.0,0.0,355.0,4.0,4.967,0.0
4.0,4.0,0.0,0.0,480.0,2.0,1.266,
1.0,1.0,1.0,0.0,184.0,3.0,4.86,0.0
1.0,1.0,1.0,0.0,144.0,1.0,4.86,0.0
2.0,6.0,0.0,0.0,844.0,5.0,4.962,0.0
2.0,1.0,0.0,0.0,70.0,1.0,4.858,0.0
2.0,1.0,0.0,0.0,61.0,4.0,4.963,0.0
3.0,3.0,1.0,0.0,317.0,1.0,4.857,0.0
0.0,3.0,0.0,0.0,20.0,12.0,4.962,
7.0,1.0,0.0,0.0,196.0,1.0,4.961,
2.0,6.0,0.0,2.0,135.0,1.0,0.714,0.0
2.0,6.0,1.0,0.0,137.0,1.0,4.961,
9.0,5.0,0.0,0.0,164.0,4.0,4.961,0.0
4.0,6.0,0.0,0.0,127.0,1.0,4.964,0.0
3.0,3.0,0.0,0.0,214.0,2.0,4.855,0.0
3.0,1.0,1.0,0.0,203.0,4.0,4.963,0.0
4.0,6.0,0.0,0.0,142.0,2.0,1.811,
2.0,6.0,0.0,0.0,184.0,2.0,4.021,
2.0,6.0,0.0,0.0,67.0,5.0,4.962,0.0
2.0,1.0,0.0,2.0,107.0,4.0,0.884,0.0
3.0,1.0,0.0,0.0,310.0,2.0,4.959,0.0
4.0,4.0,0.0,0.0,499.0,1.0,4.967,
8.0,6.0,0.0,0.0,585.0,2.0,4.967,0.0
2.0,1.0,0.0,0.0,7.0,12.0,4.959,0.0
3.0,0.0,1.0,0.0,204.0,1.0,4.959,0.0
7.0,6.0,0.0,0.0,432.0,1.0,1.64,
3.0,3.0,0.0,0.0,488.0,2.0,4.97,0.0
3.0,3.0,0.0,0.0,676.0,3.0,1.25,
3.0,3.0,0.0,0.0,212.0,2.0,4.962,0.0
3.0,3.0,0.0,0.0,31.0,4.0,1.291,
3.0,3.0,1.0,1.0,541.0,2.0,1.405,0.0
7.0,2.0,1.0,0.0,72.0,1.0,4.962,0.0
7.0,6.0,0.0,0.0,509.0,1.0,4.958,0.0
2.0,1.0,1.0,0.0,87.0,5.0,4.961,0.0
3.0,0.0,0.0,0.0,223.0,1.0,4.857,0.0
10.0,6.0,1.0,0.0,147.0,2.0,4.86,
11.0,1.0,0.0,1.0,382.0,3.0,1.266,
2.0,6.0,0.0,0.0,308.0,2.0,1.423,0.0
10.0,6.0,0.0,2.0,633.0,1.0,0.898,0.0
5.0,3.0,0.0,0.0,510.0,1.0,1.365,
2.0,4.0,0.0,1.0,843.0,1.0,1.244,
3.0,3.0,1.0,1.0,884.0,3.0,1.266,0.0
1.0,1.0,0.0,0.0,107.0,2.0,4.191,0.0
2.0,1.0,0.0,0.0,106.0,1.0,1.044,0.0
4.0,4.0,1.0,0.0,239.0,1.0,4.076,0.0
0.0,6.0,0.0,2.0,549.0,2.0,1.025,0.0
6.0,6.0,0.0,0.0,125.0,2.0,0.944,0.0
4.0,6.0,0.0,1.0,185.0,3.0,1.405,0.0
3.0,3.0,0.0,0.0,61.0,1.0,4.857,0.0
2.0,1.0,1.0,0.0,127.0,4.0,4.965,0.0
4.0,4.0,0.0,0.0,117.0,1.0,4.859,0.0
4.0,3.0,1.0,0.0,117.0,17.0,4.963,
1.0,6.0,0.0,0.0,261.0,3.0,1.266,0.0
3.0,2.0,0.0,0.0,316.0,1.0,4.962,0.0
4.0,3.0,0.0,1.0,247.0,1.0,1.466,0.0
4.0,4.0,0.0,2.0,198.0,1.0,1.259,0.0
5.0,0.0,0.0,2.0,594.0,1.0,0.715,0.0
4.0,6.0,0.0,0.0,196.0,1.0,4.961,0.0
5.0,0.0,0.0,2.0,102.0,3.0,1.0,0.0
8.0,6.0,0.0,2.0,458.0,1.0,0.72,0.0
2.0,6.0,0.0,0.0,528.0,3.0,1.04,0.0
7.0,6.0,0.0,0.0,445.0,1.0,4.965,0.0
4.0,4.0,1.0,0.0,157.0,1.0,4.962,0.0
4.0,4.0,0.0,0.0,192.0,1.0,4.966,0.0
2.0,1.0,0.0,0.0,730.0,1.0,4.963,0.0
3.0,1.0,0.0,0.0,128.0,1.0,1.244,0.0
3.0,2.0,1.0,0.0,366.0,1.0,4.857,0.0
4.0,6.0,1.0,0.0,59.0,5.0,4.859,0.0
3.0,6.0,1.0,0.0,498.0,2.0,1.299,0.0
3.0,3.0,1.0,0.0,210.0,2.0,4.865,0.0
2.0,1.0,0.0,0.0,132.0,4.0,0.908,0.0
6.0,6.0,0.0,0.0,281.0,2.0,1.344,0.0
4.0,0.0,0.0,2.0,385.0,3.0,1.035,0.0
2.0,6.0,0.0,0.0,103.0,1.0,1.27,0.0
0.0,0.0,0.0,1.0,700.0,3.0,0.723,0.0
3.0,3.0,0.0,0.0,83.0,2.0,4.857,
1.0,1.0,0.0,0.0,43.0,1.0,4.021,
11.0,0.0,0.0,1.0,220.0,1.0,0.677,0.0
4.0,4.0,0.0,0.0,105.0,2.0,4.855,0.0
3.0,2.0,1.0,0.0,109.0,2.0,4.962,0.0
11.0,2.0,0.0,0.0,258.0,1.0,1.266,1.0
2.0,6.0,0.0,2.0,75.0,2.0,4.076,1.0
4.0,4.0,0.0,0.0,129.0,2.0,4.963,
4.0,1.0,0.0,0.0,78.0,3.0,4.963,0.0
2.0,4.0,1.0,0.0,122.0,2.0,4.958,
6.0,6.0,0.0,0.0,549.0,3.0,4.962,0.0
1.0,1.0,1.0,0.0,102.0,2.0,4.855,0.0
2.0,5.0,0.0,0.0,222.0,1.0,4.963,0.0
2.0,3.0,0.0,0.0,252.0,3.0,4.961,
4.0,1.0,0.0,0.0,894.0,7.0,4.962,0.0
3.0,5.0,1.0,0.0,139.0,2.0,4.947,0.0
3.0,0.0,0.0,0.0,107.0,1.0,4.076,0.0
3.0,4.0,0.0,0.0,96.0,1.0,4.962,0.0
10.0,3.0,0.0,0.0,90.0,1.0,4.967,0.0
4.0,6.0,0.0,0.0,196.0,3.0,4.962,0.0
2.0,4.0,0.0,0.0,359.0,1.0,4.962,0.0
4.0,4.0,1.0,0.0,69.0,2.0,4.866,0.0
3.0,3.0,1.0,0.0,148.0,3.0,4.856,0.0
2.0,3.0,0.0,0.0,73.0,3.0,4.857,
1.0,3.0,1.0,0.0,202.0,2.0,4.857,0.0
2.0,1.0,0.0,0.0,438.0,2.0,1.313,
1.0,1.0,0.0,0.0,240.0,2.0,4.957,
2.0,6.0,0.0,0.0,790.0,1.0,4.968,
1.0,1.0,0.0,0.0,186.0,2.0,4.958,0.0
8.0,0.0,1.0,0.0,175.0,4.0,4.967,0.0
2.0,1.0,0.0,1.0,156.0,2.0,0.879,0.0
3.0,3.0,0.0,1.0,55.0,1.0,1.281,0.0
8.0,6.0,0.0,0.0,44.0,1.0,1.365,
2.0,6.0,0.0,0.0,212.0,1.0,1.266,0.0
7.0,1.0,0.0,0.0,94.0,1.0,4.153,0.0
3.0,3.0,0.0,0.0,95.0,1.0,4.865,
2.0,6.0,1.0,0.0,366.0,8.0,4.021,0.0
2.0,1.0,0.0,0.0,177.0,3.0,4.855,
1.0,1.0,0.0,0.0,180.0,2.0,4.856,
2.0,1.0,0.0,0.0,387.0,2.0,4.859,0.0
1.0,1.0,0.0,0.0,139.0,4.0,4.963,0.0
2.0,1.0,0.0,0.0,170.0,1.0,4.866,0.0
6.0,6.0,0.0,0.0,145.0,1.0,4.857,0.0
4.0,3.0,0.0,0.0,81.0,3.0,4.963,
3.0,0.0,0.0,0.0,217.0,1.0,4.12,0.0
3.0,3.0,1.0,2.0,804.0,2.0,1.334,0.0
3.0,3.0,0.0,0.0,386.0,2.0,1.299,0.0
1.0,1.0,1.0,0.0,273.0,2.0,4.963,0.0
2.0,1.0,0.0,0.0,1776.0,3.0,4.963,0.0
4.0,4.0,0.0,0.0,293.0,1.0,0.788,
1.0,4.0,0.0,0.0,81.0,3.0,4.966,0.0
2.0,1.0,0.0,1.0,140.0,2.0,4.153,0.0
1.0,1.0,1.0,0.0,185.0,3.0,1.334,0.0
1.0,1.0,0.0,0.0,455.0,1.0,4.857,0.0
2.0,6.0,0.0,0.0,213.0,1.0,0.737,0.0
7.0,1.0,0.0,0.0,339.0,2.0,0.692,0.0
1.0,1.0,0.0,0.0,313.0,2.0,4.96,0.0
4.0,4.0,0.0,0.0,88.0,3.0,4.968,0.0
2.0,1.0,0.0,0.0,153.0,1.0,1.244,0.0
1.0,3.0,0.0,0.0,277.0,3.0,4.958,
