age,job_num,marital_num,education_num,default_num,housing_num,loan_num,poutcome_num,duration,campaign,euribor3m
28,1,0,1,0,0,0,0,1022,4,4.858
27,2,1,4,0,1,1,0,103,1,4.947
45,3,2,0,0,1,0,0,294,1,4.962
34,3,0,3,1,0,0,0,74,1,4.962
33,2,1,1,0,0,0,0,170,1,1.26
35,1,0,1,1,1,1,0,224,1,1.334
45,2,0,4,0,0,0,0,1106,1,4.962
28,3,1,3,0,0,0,0,66,2,4.962
52,2,0,6,1,1,0,0,175,3,4.963
25,2,0,6,0,0,0,0,56,1,4.864
57,5,0,1,0,1,1,0,471,2,4.959
41,3,0,3,1,0,0,0,201,1,4.864
35,4,0,6,1,1,0,0,337,1,4.12
46,2,0,6,0,0,0,0,68,5,4.86
32,3,1,6,0,0,0,0,355,1,4.864
46,10,2,1,0,0,0,0,485,3,4.959
56,10,0,5,1,1,0,0,536,1,4.864
26,11,1,6,0,0,1,0,115,1,1.264
49,9,0,5,0,0,1,0,188,1,4.961
35,4,1,6,0,1,0,0,412,1,4.858
26,3,1,3,0,0,0,0,59,3,1.25
20,10,1,1,0,0,0,0,598,3,4.855
52,5,0,1,0,1,0,0,293,3,4.966
36,0,0,0,0,0,0,0,85,1,4.857
36,10,1,6,0,1,0,0,911,1,4.12
23,3,0,4,0,1,0,0,116,4,4.856
35,4,2,4,0,1,0,0,405,1,1.445
38,2,0,6,0,0,0,0,460,4,4.967
31,4,0,6,0,0,0,0,60,1,4.964
36,3,0,3,0,1,0,0,221,3,4.076
55,2,2,6,0,1,0,0,38,4,4.857
49,2,0,6,1,0,0,0,22,6,4.961
35,2,0,4,0,1,1,0,95,2,4.855
40,3,0,2,0,1,0,0,927,1,4.859
54,5,0,0,1,1,0,0,421,2,4.856
50,3,0,0,0,1,1,0,197,2,1.299
24,11,1,4,0,0,0,2,429,2,0.896
39,4,0,6,1,1,0,0,88,18,4.962
39,8,0,6,1,0,0,0,199,1,4.12
56,5,0,0,0,0,0,0,130,3,4.153
47,1,0,1,1,1,0,0,16,1,4.857
35,2,0,6,0,0,0,0,353,4,4.859
35,4,1,4,0,1,0,0,152,5,4.965
42,0,0,0,0,1,0,0,130,1,4.857
41,4,0,4,0,1,0,0,107,1,4.856
36,2,0,6,1,1,0,0,295,1,4.965
38,8,0,4,0,0,0,1,24,1,4.076
33,1,0,1,0,1,0,1,227,1,1.25
47,3,0,3,1,0,0,0,47,7,4.959
43,4,0,4,0,1,0,0,1193,1,0.884
30,6,0,6,0,0,0,0,221,2,4.86
33,2,0,6,0,0,0,1,119,2,0.649
50,4,0,2,0,1,0,0,418,2,4.856
35,2,0,6,0,1,0,0,820,1,4.12
46,2,1,6,0,0,0,0,70,1,1.264
46,2,2,6,1,1,0,0,330,1,4.963
30,2,0,2,0,1,0,0,397,1,4.958
49,2,1,6,1,1,0,0,244,3,4.961
32,10,0,1,1,0,0,0,850,8,4.959
40,6,0,1,0,0,1,0,119,1,4.965
33,10,0,6,0,0,0,0,55,1,4.076
37,2,1,1,0,1,0,0,192,6,4.857
43,2,2,4,0,1,0,0,55,2,4.153
34,4,1,4,0,1,1,0,64,1,4.97
46,6,0,0,1,1,0,0,227,1,4.96
66,5,1,0,0,1,0,0,525,3,0.715
57,6,2,6,0,1,0,0,81,1,4.86
62,5,2,1,0,1,0,0,201,4,0.732
40,3,0,1,0,1,0,0,144,1,4.021
34,10,0,1,1,0,0,0,924,4,4.961
38,4,0,4,0,1,0,0,167,1,4.859
32,4,0,4,0,1,0,0,166,2,4.967
44,6,0,6,0,0,0,1,175,2,0.883
30,3,0,3,0,0,0,0,171,3,4.962
28,11,1,6,0,0,1,0,647,4,1.266
28,3,0,3,0,1,0,0,200,1,4.962
32,4,0,6,0,1,0,0,562,2,4.967
42,3,1,5,0,0,0,0,54,2,1.405
37,3,0,0,0,0,1,0,640,3,4.958
33,4,0,4,0,1,0,0,417,2,4.965
44,6,0,1,1,1,0,0,102,6,4.962
25,8,1,6,0,1,0,0,113,1,1.365
52,4,0,1,0,1,0,0,355,1,4.86
33,2,0,6,0,0,0,0,305,10,4.957
32,4,0,5,0,1,1,0,1973,2,4.963
55,5,0,3,1,0,0,1,114,1,1.299
46,3,0,3,1,1,0,0,150,3,4.076
58,4,0,4,0,0,0,0,704,2,0.883
43,3,0,2,0,1,0,1,372,1,1.405
54,2,0,6,1,1,0,0,324,3,4.968
50,6,0,1,1,0,0,0,28,8,4.959
34,7,1,6,0,1,0,0,245,1,1.327
43,4,0,4,1,0,0,0,926,2,4.966
54,3,0,0,0,1,0,0,109,2,4.964
32,4,1,6,0,0,0,0,44,1,1.259
61,0,0,0,0,1,0,1,238,2,1.016
32,2,0,6,0,1,0,0,66,8,4.962
34,2,0,6,0,0,0,0,199,1,4.963
31,1,1,3,0,2,2,1,429,1,0.695
34,4,1,6,0,1,0,0,156,1,4.97
36,3,0,3,0,1,0,1,98,1,1.327
36,3,0,3,0,1,1,0,36,7,1.344
55,10,0,4,0,1,0,0,534,1,0.739
42,7,0,1,0,0,0,0,140,3,4.962
32,3,2,3,0,0,0,0,13,11,4.962
38,4,0,6,0,1,0,0,178,1,4.963
34,6,1,6,0,2,2,0,114,5,4.021
53,4,0,4,1,0,0,0,191,3,4.963
37,6,1,3,0,1,0,0,189,1,1.299
68,5,0,4,0,0,0,1,76,1,0.74
33,3,0,3,0,1,0,0,166,1,4.857
29,4,2,1,0,0,0,0,269,1,4.957
42,2,0,1,0,1,0,0,63,1,4.858
31,2,0,1,1,1,0,0,199,2,4.86
31,3,1,1,0,1,0,0,291,1,1.334
70,5,0,6,0,1,0,1,73,3,0.843
32,10,0,6,0,0,1,1,49,2,4.12
46,8,1,1,0,0,0,0,464,1,4.967
44,3,0,6,0,1,0,0,397,2,1.483
30,3,0,3,0,0,0,0,988,1,4.963
51,3,0,0,1,1,1,0,174,2,4.968
35,4,0,4,0,0,0,0,211,2,4.963
36,1,2,3,0,1,0,0,255,2,1.291
40,8,0,4,0,0,0,0,119,1,4.856
23,2,1,4,0,1,0,0,245,1,4.963
35,2,0,6,0,0,0,0,245,1,4.963
31,6,0,6,0,1,0,0,57,6,4.965
31,4,1,6,0,0,0,2,270,1,0.899
30,3,0,2,0,0,0,0,88,2,4.864
59,5,0,5,0,1,0,0,96,2,4.855
44,6,0,6,0,1,0,0,71,3,1.262
55,2,1,6,1,1,1,0,415,1,4.858
40,2,1,1,0,1,0,0,738,3,4.858
48,3,0,3,0,1,0,0,244,2,4.86
47,3,0,2,0,1,1,0,9,6,4.076
50,1,0,1,0,1,0,1,129,1,4.153
57,5,0,1,1,0,0,0,72,2,4.864
31,3,0,2,0,1,0,0,253,2,4.856
30,4,1,4,0,0,0,0,34,4,1.291
44,1,2,1,0,0,0,0,118,3,4.961
42,3,0,0,0,0,0,0,22,1,1.291
32,2,1,6,0,1,1,0,709,7,4.963
40,4,0,1,0,0,0,0,191,2,4.86
53,4,2,1,0,1,0,0,151,4,1.27
42,2,0,1,0,0,0,0,697,2,1.479
47,1,2,1,0,1,0,0,953,3,1.244
44,2,1,3,0,1,1,0,145,5,4.96
29,2,0,6,0,1,0,0,430,1,1.405
29,6,1,6,0,0,0,0,708,1,4.153
31,4,0,4,0,1,0,0,270,3,4.964
29,3,1,3,0,1,0,2,372,2,1.25
35,6,0,6,0,1,0,0,150,3,0.754
29,2,1,1,0,1,1,0,89,2,1.26
37,3,0,1,0,0,0,0,280,1,4.866
25,4,0,4,0,1,0,0,149,2,4.962
48,3,0,6,0,0,0,0,164,1,4.97
53,2,1,5,1,0,0,0,183,1,4.961
45,4,0,3,0,0,1,0,1077,1,1.313
32,2,1,3,0,1,0,0,77,2,4.958
29,4,1,4,0,1,0,0,85,2,4.964
35,8,0,3,0,1,0,0,363,2,4.961
60,2,0,1,0,2,2,2,208,1,1.365
28,4,1,6,0,0,0,0,96,2,4.962
37,3,0,3,0,0,0,0,213,1,0.884
31,4,0,6,0,0,0,0,56,2,4.964
52,10,2,0,0,0,0,0,69,4,4.961
29,7,1,6,0,1,0,0,611,1,1.044
28,1,0,5,0,0,0,0,98,2,4.859
27,1,1,1,0,1,0,0,274,2,4.864
50,10,0,6,0,0,0,0,424,2,4.961
37,4,0,1,0,0,0,0,294,3,4.963
85,5,0,0,0,1,0,0,117,2,1.4
30,3,0,3,1,0,0,0,115,1,1.281
41,1,2,1,0,1,0,0,985,2,4.855
30,1,1,1,0,0,0,0,366,2,0.861
48,2,0,6,1,1,0,0,1208,3,4.968
49,2,0,1,0,1,0,0,164,1,4.021
39,10,0,2,1,1,1,0,107,2,4.857
38,3,0,2,1,0,0,0,456,1,4.963
29,4,1,6,0,0,0,0,1147,2,4.857
33,1,0,1,0,0,0,0,158,1,4.343
31,4,1,1,1,0,0,0,104,5,4.965
26,3,0,3,0,1,1,0,300,3,4.957
54,5,2,0,0,1,0,0,276,2,4.856
48,3,0,3,0,0,0,0,348,2,4.965
38,6,0,1,1,1,0,0,77,1,4.961
42,1,0,1,0,1,1,1,77,2,1.281
25,3,1,3,0,1,0,0,133,1,1.327
41,3,0,3,0,0,0,0,500,1,4.86
58,10,0,6,0,0,0,0,101,1,4.963
33,2,1,6,0,1,0,1,358,2,1.281
31,4,2,4,0,1,0,1,310,2,0.883
29,2,1,6,0,0,0,0,277,1,4.957
36,3,2,1,0,0,0,0,68,1,4.959
46,4,2,6,1,1,0,0,1946,4,4.962
51,3,2,3,0,1,0,0,61,1,4.961
48,2,0,6,0,0,1,0,327,2,4.857
44,2,1,1,0,0,0,0,111,2,4.857
36,4,0,4,1,1,0,0,125,1,4.964
34,3,2,0,1,0,0,0,178,1,4.865
30,4,0,4,0,1,0,0,368,1,0.655
42,4,1,4,0,1,0,0,91,2,4.021
42,7,1,6,0,0,0,0,349,1,4.856
51,4,0,4,0,2,2,1,1462,2,1.266
42,1,0,1,0,0,0,0,276,2,4.865
41,10,2,6,0,1,0,0,234,1,4.86
39,10,2,1,0,0,0,0,52,2,4.857
35,10,0,6,0,1,0,0,204,3,1.281
23,3,0,3,0,1,0,0,52,4,1.281
34,3,0,0,0,1,0,0,139,1,4.855
38,7,0,3,0,0,0,0,56,1,4.967
31,3,1,1,0,1,0,1,197,1,1.313
47,8,0,6,0,1,0,0,146,7,4.965
43,3,0,0,1,0,1,0,18,1,4.858
39,3,0,0,1,0,1,0,162,1,1.334
45,2,0,1,0,0,0,0,172,10,4.966
36,3,0,3,0,1,0,0,272,1,4.963
29,3,1,1,0,1,0,0,201,2,4.864
49,4,0,4,0,0,0,0,125,3,4.964
38,4,2,1,1,0,0,0,445,2,4.963
43,3,1,0,1,1,0,0,181,2,4.857
30,3,0,0,0,0,0,1,252,1,1.327
33,2,2,6,0,1,0,0,1277,2,4.857
32,6,0,1,0,0,0,0,206,1,4.864
42,8,0,5,0,1,0,0,685,2,4.96
36,3,0,3,0,1,0,0,63,2,4.021
34,1,1,1,0,1,0,1,149,2,4.12
56,8,0,0,0,0,0,0,222,1,4.858
50,3,0,0,1,0,0,0,18,16,4.86
36,3,1,3,0,1,1,0,762,3,4.955
57,4,0,4,0,1,0,0,324,1,1.423
52,1,0,1,0,0,0,0,40,2,4.191
36,2,2,1,0,0,1,0,263,1,4.964
35,3,0,3,0,0,0,0,63,5,4.857
85,0,0,0,1,0,0,2,175,6,0.642
46,8,0,0,0,0,0,1,354,2,4.153
39,2,1,5,0,0,0,0,99,10,4.968
51,1,0,1,0,0,0,0,72,3,4.965
24,1,1,1,1,1,0,0,689,1,1.327
29,1,2,1,0,0,0,0,259,1,1.344
30,4,0,2,0,0,0,0,25,1,1.266
66,0,0,0,0,0,1,1,296,1,0.876
31,7,1,6,0,1,0,0,30,1,4.021
45,1,1,5,0,0,0,0,301,1,1.405
26,2,1,1,0,0,1,0,634,1,4.959
55,4,0,4,0,0,1,1,543,3,1.25
39,4,0,4,0,1,0,0,233,2,4.961
33,3,1,3,1,2,2,0,150,1,4.856
38,1,1,1,0,1,1,1,456,1,1.266
57,3,0,3,1,1,1,0,134,2,4.021
58,4,2,6,0,0,0,0,181,1,1.327
58,5,0,4,1,1,1,1,22,4,4.021
55,0,0,0,1,0,0,0,270,1,4.021
40,10,0,1,0,0,0,0,259,12,4.961
32,2,1,6,0,1,0,0,8,7,1.244
40,3,0,0,1,1,0,0,446,7,4.856
59,2,2,4,0,2,2,2,203,1,0.883
35,1,1,1,0,0,0,0,198,1,1.313
45,3,0,0,1,1,0,0,994,1,4.966
29,2,1,1,0,1,0,0,140,1,0.881
52,1,0,1,1,1,1,0,115,2,4.965
57,6,0,6,0,1,0,0,268,1,4.857
35,3,1,0,0,0,0,0,308,2,4.957
44,3,0,2,0,1,0,0,159,2,4.947
44,10,0,1,0,1,0,0,64,3,4.962
35,2,0,6,0,1,0,0,155,1,4.857
73,5,0,6,0,0,1,0,749,7,0.716
26,2,0,1,1,0,0,0,118,1,4.865
22,3,0,3,0,2,2,0,453,2,1.291
33,2,1,6,0,1,1,1,1024,3,1.313
39,6,0,6,0,1,0,0,291,3,0.884
36,4,2,4,0,1,0,0,135,2,1.327
45,2,0,1,0,1,0,0,1092,1,0.724
70,0,2,0,0,0,0,1,213,1,0.75
21,11,1,3,0,1,0,1,136,2,0.655
35,3,1,3,0,0,0,0,1806,2,1.327
57,3,0,5,1,1,0,0,473,2,4.856
35,3,0,3,0,1,0,0,299,2,4.12
34,1,0,1,0,1,1,0,165,2,4.967
36,3,1,2,0,0,0,0,238,1,1.046
33,1,0,1,0,1,1,0,130,1,4.962
35,4,0,6,0,1,0,0,55,2,4.965
48,4,1,6,1,1,0,0,159,2,4.963
43,3,0,3,0,1,0,0,326,1,4.153
29,3,1,3,0,0,0,0,135,2,4.962
34,3,0,3,0,1,0,0,132,8,4.857
43,3,2,3,0,0,0,0,190,2,4.958
30,2,1,3,0,0,0,0,26,1,4.076
59,2,0,4,0,1,0,0,34,1,4.964
53,4,0,1,0,1,0,0,149,1,4.856
32,4,0,4,0,1,0,0,81,9,1.344
37,3,0,2,0,0,0,0,221,2,4.856
42,3,1,0,1,0,0,0,49,6,4.96
46,2,2,1,0,0,1,0,400,2,4.963
45,10,0,6,1,0,0,0,13,5,4.967
32,1,0,1,0,0,0,0,298,4,4.959
59,6,0,6,0,1,0,2,328,2,0.803
41,8,1,6,0,1,1,0,23,17,4.857
56,2,0,3,0,1,0,0,158,2,4.857
31,3,1,1,0,0,0,0,1882,2,4.856
30,4,1,4,0,1,0,0,220,3,4.858
51,4,0,1,1,2,2,0,637,1,4.967
36,10,0,1,0,1,0,1,283,1,1.344
44,6,0,3,0,1,0,0,100,5,4.966
40,3,0,2,0,1,0,0,107,2,4.076
55,2,0,6,1,0,1,0,308,2,4.967
43,4,0,4,0,0,0,0,181,1,4.856
53,6,0,0,0,1,0,0,107,2,4.12
36,4,2,4,0,0,0,0,36,2,4.962
58,1,0,1,0,0,0,1,198,2,0.635
41,2,2,1,0,1,0,0,199,1,4.962
31,3,0,3,0,0,0,1,104,1,1.41
24,2,1,1,0,0,0,0,220,5,4.957
50,2,2,6,0,1,0,0,129,3,4.963
24,3,0,0,1,1,0,0,151,1,4.857
34,2,1,1,0,1,0,0,108,1,4.957
36,4,1,5,0,0,0,0,290,1,4.962
55,6,0,3,0,1,0,0,49,1,4.957
31,3,0,3,0,0,1,0,582,2,4.859
30,4,1,4,0,0,0,0,480,1,4.857
43,2,0,1,0,1,0,1,152,3,1.291
51,1,0,5,0,0,0,0,547,3,4.964
59,0,2,6,0,1,0,0,226,1,4.961
28,2,1,1,0,1,0,0,143,2,1.799
34,2,1,6,0,0,0,0,128,1,4.866
52,6,0,6,1,0,0,0,95,5,4.966
38,4,0,4,0,0,0,0,36,24,4.967
49,7,0,6,0,1,1,0,272,4,4.855
68,5,2,1,0,1,0,1,130,4,1.0
52,1,2,2,0,0,0,0,393,1,4.857
39,3,0,3,0,1,0,0,29,1,1.344
28,3,0,3,0,1,1,0,109,2,4.866
36,4,0,4,0,1,0,0,45,3,4.964
30,4,0,6,1,0,0,0,189,1,4.866
36,3,0,3,0,1,0,0,67,2,4.961
51,1,0,1,1,1,1,0,94,2,4.858
32,0,1,0,0,1,1,0,123,1,4.961
27,2,1,6,1,0,0,0,128,1,4.961
44,6,0,6,1,1,0,0,148,15,4.968
25,2,1,1,0,0,0,0,128,8,1.313
44,3,0,4,0,0,0,0,63,1,4.961
36,3,0,3,1,1,0,0,217,1,4.963
41,3,1,3,0,0,0,0,128,1,1.334
40,1,0,1,0,1,0,0,158,2,1.453
30,9,0,6,0,1,0,0,171,1,4.97
39,2,1,1,0,0,0,0,48,2,4.961
36,6,1,1,0,0,0,0,150,2,1.405
36,2,0,6,1,1,0,0,120,1,4.963
31,3,2,5,0,1,0,0,596,1,4.957
39,2,0,1,1,1,1,0,210,1,1.51
43,2,0,6,0,1,0,2,262,2,1.26
58,7,2,1,0,0,0,0,377,4,4.962
52,3,0,0,0,1,0,0,140,3,4.865
37,4,1,3,0,0,1,0,298,1,4.857
53,2,0,1,0,1,0,0,50,2,4.021
38,4,0,4,0,1,1,0,117,1,1.406
43,3,0,0,0,0,0,0,134,1,4.855
36,6,0,3,0,1,0,1,503,2,1.334
52,4,0,6,0,0,1,2,209,1,0.668
43,3,0,2,0,1,0,1,286,1,1.344
56,3,0,0,1,1,0,0,12,3,4.86
34,3,0,4,0,0,0,0,260,4,4.961
32,2,0,1,0,1,0,0,396,3,4.857
51,1,2,1,0,0,0,1,502,1,1.327
31,2,0,1,0,0,0,0,55,1,4.86
43,2,0,6,1,1,0,0,226,2,4.86
24,1,1,1,0,1,0,0,53,2,1.313
28,11,1,5,0,1,0,0,102,2,0.706
45,4,2,1,0,1,1,0,482,3,4.97
45,2,2,3,1,0,0,0,270,3,1.327
53,3,0,4,0,1,0,0,221,4,1.25
31,4,1,6,0,0,0,1,200,4,0.899
21,11,1,1,0,1,1,0,220,1,0.884
41,2,1,1,0,0,0,0,594,2,4.859
28,1,1,1,0,1,0,0,322,2,1.435
37,1,1,1,0,1,0,0,165,1,1.405
24,1,0,1,0,0,0,0,122,1,4.859
53,10,0,2,0,1,0,0,228,6,4.021
35,2,0,1,1,0,0,0,451,1,4.963
34,2,2,6,0,0,0,0,549,2,4.021
30,2,1,6,0,0,0,1,155,2,1.299
49,1,0,1,0,1,1,0,382,1,4.965
61,3,0,1,0,0,0,2,190,1,0.724
56,3,0,0,1,1,1,0,522,1,4.963
25,2,0,6,0,1,0,0,60,5,4.968
47,4,0,4,0,0,0,0,19,20,4.864
40,1,0,2,1,0,0,0,11,11,4.959
26,3,1,1,1,0,0,0,314,2,1.299
33,11,1,5,0,1,1,0,203,1,0.883
38,2,1,5,1,0,0,0,681,2,4.961
59,5,0,6,1,1,0,0,484,1,4.865
29,2,1,6,0,0,0,0,22,3,4.86
33,2,0,1,0,1,0,0,67,2,4.857
30,2,0,6,0,1,0,0,857,3,4.076
45,1,0,3,0,0,0,0,255,1,4.857
33,1,0,1,0,1,0,0,729,1,1.313
52,3,1,3,0,0,0,0,771,2,0.714
32,3,0,2,0,2,2,0,31,5,4.864
28,2,1,6,0,1,0,0,310,2,4.963
24,2,1,1,0,1,1,0,224,1,1.602
40,3,0,3,1,0,0,0,101,11,4.866
37,2,0,6,1,1,0,0,86,1,4.965
36,3,0,2,0,1,0,1,127,2,1.299
29,4,1,6,0,1,0,0,165,1,1.26
44,4,0,4,0,1,0,0,200,3,4.857
34,2,1,6,0,1,0,0,40,3,4.857
38,2,1,6,0,0,0,0,79,2,4.12
35,9,0,3,0,0,1,0,129,2,4.859
43,3,0,0,0,1,0,0,377,11,4.958
54,4,0,1,0,0,0,0,422,8,4.961
59,5,0,4,0,0,0,0,136,1,1.26
38,3,1,0,0,0,0,0,123,1,4.961
26,8,0,6,0,0,0,0,367,2,1.27
27,0,0,1,0,1,0,0,189,2,4.963
40,3,0,0,0,1,1,1,103,2,1.291
25,4,0,6,0,0,0,1,67,1,1.266
37,8,1,6,0,1,0,0,121,1,4.963
49,4,0,4,0,1,0,0,259,1,4.191
57,2,0,6,1,0,0,0,38,15,4.968
39,10,1,2,0,1,0,0,77,2,4.86
72,2,0,6,1,0,1,2,143,1,0.728
26,1,1,3,0,1,0,0,294,2,4.957
57,4,2,0,0,1,0,0,452,2,4.86
43,2,2,1,0,0,0,0,92,3,4.191
